label,sentence
REASONING,"The appeal is allowed, but in the circumstances of the case we make no order as to costs."
REASONING,We have not thought it necessary to refer to all the cases cited at the Bar as none of them really is in point on the short question that we were called upon to decide and analogies drawn from them would not be helpful in arriving at our decision.
RPC,Appeal allowed.
RPC,Agent for the appellant.
NAME,"Harla vs The State Of Rajasthan on 24 September, 1951"
CITATION,"Equivalent citations: 1951 AIR 467, 1952 SCR 110"
COUNSEL,H. J. Umrigar for the appellant.
COUNSEL,G. C. Mathur for the respondent.
JUDGE,The Judgment of the Court was delivered by Bose J.
FACTS,The appellant was convicted under section 7 of the Jaipur Opium Act and fined Rs. 50.
RLC,The case as such is trivial but the High Court of Rajasthan in Jaipur granted special leave to appeal as an important point touching the vires of the Act arises.
FACTS,We will state the facts chronolog ically.
FACTS,It is conceded that the Rulers of Jaipur had full powers of government including those of legislation.
FACTS,"On the 7th of September, 1922, the late Maharaja died and at the time of his death his successor, the present Maharaja, was a minor."
FACTS,"Accordingly, the Crown Representative appointed a Council of Ministers to look after the government and administration of the State during the Maharaja 's minority On the 11th of December, 1923, this Council passed a Resolution which purported to enact the Jaipur Opium Act, and the only question is whether the mere passing of the Resolution without promulgation or publication in the Ga zette, or other means to make the Act known to the public, was sufficient to make it law."
REASONING,We are of opinion that it was not.
FACTS,"But before giving our reasons for so holding, we will refer to some further facts."
FACTS,"About the same time (that is to say, in the year 1923 we have not been given the exact date) the same Council enacted the Jaipur Laws Act, 1923."
STATUTE,"Section 3(b) of this Act provided as follows : ""3."
STATUTE,"Subject to the prerogative of the Ruler the law to be administered by the Court of Jaipur State shall be as follows: (b) All the regulations now in force within the said territories, and the enactments and regulations that may hereafter be passed from time to time by the State and published in the Official Gazette."
FACTS,""" This law came into force on the 1st of November, 1924."
FACTS,"It is admitted that the Jaipur Opium Act was never published in the Gazette either before or after the 1st of November, 1924."
FACTS,"But it is contended that was 112 not necessary because it was a ""regulation"" already in force on that date."
FACTS,"The only other fact of consequence is that on the 19th of May, 1938, section 1 of the Jaipur Opium Act was amended by the addition of sub section (c) which ran as follows: ""(c) It shall come into force from the 1st of September, 1924."
FACTS,""" The offence for which the appellant was convicted took place on the 8th of October, 1948."
FACTS,"Dealing first with the last of these Acts, namely the one of the 19th of May, 1938, we can put that on one side at once because, unless the Opium Act was valid when made, the mere addition of a clause fourteen years later stating that it shall come into force at a date fourteen years earlier would be useless."
FACTS,"In the year 1938 there was a law which required all enactments after the 1st of November, 1924, to be published in the Gazette."
FACTS,"Therefore, if the Opium Act was not a valid Act at that date, it could not be validated by the publication of only one section of it in the Gazette fourteen years later."
FACTS,The Jaipur Laws Act of 1923 required the whole of the enactment to be published; therefore publi cation of only one section would not validate it if it was not already valid.
REASONING,"We need not consider whether a law could be made retroactive so as to take effect from 1924 by publi cation in 1938, though that point was argued."
REASONING,That throws us back to the position in 1923 and raises the question whether a law could be brought into operation by a mere resolution of the Jaipur Council.
REASONING,We do not know what laws were operative in Jaipur re garding the coming into force of an enactment in that State.
REASONING,"We were not shown any, nor was our attention drawn to any custom which could be said to govern the matter."
REASONING,"In the absence of any special law or custom, we are of opinion that it would be against the principles of natural justice to permit the subjects of a State to be punished or penalised by laws of which they had no knowledge and of which they could not even with the exercise of reasonable diligence have acquired any knowledge."
REASONING,Natural justice requires that 113 before a law can become operative it must be promulgated or published.
REASONING,"It must be broadcast in some recognisable way so that all men may know what it is; or, at the very least, there must be some special rule or regulation or customary channel by or through which such knowledge can be acquired with the exercise of due and reasonable diligence."
REASONING,"The thought that a decision reached in the secret recesses of a chamber to which the public have no access and to which even their accredited representatives have no access and of which they can normally know nothing, can nevertheless affect their lives, liberty and property by the mere passing of a Resolution without anything more is abhorrent to civilised man."
REASONING,It shocks his conscience.
REASONING,"In the absence therefore of any law, rule, regulation or custom, we hold that a law cannot come into being in this way."
REASONING,Promulgation or publica tion of some reasonable sort is essential.
REASONING,"In England the rule is that Acts of Parliament become law from the first moment of the day on which they receive the Royal assent, but Royal Proclamations only when actually published in the official Gazette."
REASONING,See footnote (a) to paragraph 776.
REASONING,"page 601, of Halsbury 's Laws of England (Hailsham edition), Volume VI and 32 Halsbury 's Laws of England (Hailsham edition), page 150 note (r)."
REASONING,"But even there it was necessary to enact a special Act of Parliament to enable such proclamations to become law by publication in the Gazette though a Royal Proclamation is the highest kind of law, other than an Act of Parliament, known to the Brit ish Constitution; and even the publication in the London Gazette will not make the proclamation valid in Scotland nor will publication in the Edinburgh Gazette make it valid for England."
REASONING,It is clear therefore that the mere enacting or signing of a Royal Proclamation is not enough.
REASONING,"There must be publication before it can become law, and in England the nature of the publication has to be prescribed by an Act of Parliament."
REASONING,The Act of Parliament regulating this matter is the Crown Office Act of 1877 ' (40 and 41 Victoria Ch. 41).
REASONING,"That Act, in addition to making provision for publication in certain official Gazettes, also provides for the 114 making of rules by Order in Council for the best means of making Proclamations known to the public."
REASONING,"The British Par liament has therefore insisted in the Crown Office Act that not only must there be publication in the Gazette but in addition there must be other modes of publication,if an Order in Council so directs, so that the people at large may know what these special laws are."
REASONING,The Crown Office Act directs His Majesty in Council carefully to consider the best mode of making these laws known to the public and empowers that body to draw up rules for the same and embody them in an Order in Council.
REASONING,"We take it that if these Proc lamations are not published strictly in accordance with the rules so drawn up, they will not be valid law."
REASONING,The principle underlying this question has been judi cially considered in England.
PRECEDENT,"For example, on a somewhat lower plane, it was held in Johnson vs Sargant (1) that an Order of the Food Controller under the Beans, Peas and Pulse (Requisition) Order, 1917 does not become operative until it is made known to the public, and the difference between an Order of that kind and an Act of the British Parliament is Stressed."
REASONING,The difference is obvious.
REASONING,Acts of the British Parliament are publicly enacted.
REASONING,The debates are open to the public and the Acts are passed by the accredited representa tives of the people who in theory can be trusted to see that their constituents know what has been done.
REASONING,"They also re ceive wide publicity in papers and, now, over the wireless."
REASONING,Not so Royal Proclamations and Orders of a Food Controller and so forth.
REASONING,There must therefore be promulgation and publication in their cases.
REASONING,The mode of publication can vary; what is a good method in one country may not neces sarily be the best in another.
REASONING,But reasonable publication of some sort there must be.
REASONING,Nor is the principle peculiar to England.
REASONING,"It was ap plied to France by the Code Napoleon, the first Article of which states that the laws are executory ""by virtue of the promulgation thereof"" and that they shall come into effect ""from the moment at which their (1) ; 115 promulgation can have been known."" So also it has been applied in India in, for instance, matters arising under Rule 119 of the Defence of India Rules."
PRECEDENT,"See, for example, Crown vs Manghumal Tekuml(1), Shakoor vs King Emperor (2) and Babulal vs King Emperor (3)."
REASONING,It is true none of these cases is analogous to the one before us but they are only particular applications of a deeper rule which is rounded on natural justice.
REASONING,The Council of Ministers which passed the Jaipur Opium Act was not a sovereign body nor did it function of its own right.
REASONING,"It was brought into being by the Crown Representa tive, and the Jaipur Gazette Notification dated the 11th August, 1923, defined and limited its powers."
REASONING,"We are enti tled therefore to import into this matter consideration of the principles and notions of natural justice which underlie the British Constitution, for it is inconceivable that a representative of His Britannic Majesty could have contem plated the creation of a body which could wield powers so abhorrent to the fundamental principles of natural justice which all freedom loving peoples share."
REASONING,"We hold that, in the absence of some specific law or custom to the contrary, a mere resolution of a Council of Ministers in the Jaipur State without further publication or promulgation would not be sufficient to make a law operative."
REASONING,It is necessary to consider another point.
STATUTE,It was urged that section 3(b) of the Jaipur Laws Act of 1923 saved all regulations then in force from the necessity of publication in the Gazette.
REASONING,"That may be so, but the Act only saved laws which were valid at the time and not resolutions which had never acquired the force of law."
RPC,The appeal succeeds.
RPC,The conviction and sentence are set aside.
RPC,"The fine, if paid, will be refunded."
RPC,Appeal allowed.
NAME,"Bhim Sen For R.S. Malik Mathra Das vs The State Of Punjabunion Of ... on 4 October, 1951"
CITATION,"Equivalent citations: 1951 AIR 481, 1952 SCR 19"
COUNSEL,"Jai Gopal Sethi (R. L. Kohli and Sri Ramkumar, with him) for the appellants in Cr."
COUNSEL,Appeals Nos. 45 and 49. 20 N.C. Chatterjoe (Hardyal Hardy and R.L. Kohli with him) for the appellant in Cr. Appeal No. 46.
COUNSEL,Hardyal Hardy for the appellant in Cr.
COUNSEL,"S.M. S.M. Sikri, Advocate General of the Punjab (N. section Doabia."
COUNSEL,with him) for the respondent in all the appeals.
COUNSEL,"M.C. Setalvad, Attorney General for India (G. N. Joshi, with him) for the Intervener in Cr."
JUDGE,The Judgment of the Court was delivered by KANIA C.J.
FACTS,These are five companion appeals from the judgments of the High Court of East Punjab and the principal point argued before us is as to the legality of the deten tion of the appellants under the Preventive Detention Act on the ground that they are engaged in black marketing in cotton piecegoods.
FACTS,The Jullundur Wholesale Cloth Syndicate was formed to work out the distribution of cloth under the Government of Punjab Control (Cloth) Order passed under the Essential Supplies Act.
FACTS,Certain persons who held licences as whole sale dealers in cloth formed themselves into a corporation and all cloth controlled by the Government was distributed in the district to the retail quota holders through them.
FACTS,The Government allotted quotas to the retailers and orders were issued by the Government for giving each retailer certain bales under the distribution control.
FACTS,"If some of the retail licence holders did not take delivery of the quotas allotted to them under the Notification of the 4th of October, 1950, issued by the Government of India, Department of Industries and Supplies, it was, inter alia, provided that the wholesale syndicate may give the bales not so lifted to another retail dealer."
FACTS,It may be noted that all along the price for the cloth to be sold wholesale and retail had been fixed under Government orders.
FACTS,The Syndi cate was suspected to be dealing in black market and had been warned against its activities by the District Magis trate of Jullundur several times.
FACTS,"On the 7th of June, 1951, 21 an order was issued by the District Organiser, Civil Sup plies and Rationing, Jullundur, to the managing agents of the wholesale cloth corporation, Jullundur City, intimating that they were strictly forbidden to dispose of any uplifted stock against unexpired terms without his prior permission in writing."
FACTS,"They were further directed that thenceforth no such stock would be allowed to be sold to an individual retailer, but permission would be granted to sell the same to associations of retailers only."
FACTS,"It was stated that this letter was not in accordance with clause 5 of the Notifica tion of the Government of India dated the 4th October, 1950, which authorized the wholesale syndicate to be at liberty to sell uplifted cloth to any other retailer or an association of retail dealers of the same district."
FACTS,It may be further noted that the Cotton Cloth Control Order was in operation even prior to 1950.
FACTS,For some time control on the distribu tion of cloth was lifted but the price remained under the control of the Government.
FACTS,During that time it has been alleged that the appellants and several others sold cloth at rates higher than those fixed by the Government.
FACTS,"Even when the distribution and price were both controlled, the manu facturing mills were allowed to sell at prices fixed by the Government a certain percentage of cloth which was not taken by the Government under its control."
FACTS,This was described as free sale cloth and it was alleged that the appellants and several others were doing black marketing in this free sale cloth.
RLC,"By an order passed by the District Magistrate on 19th June, 1951, he directed that the appellants be detained under section 3 (2) of the Preventive Detention Act to prevent them from acting in a manner prejudicial to the maintenance of supplies of cloth, essential to the communi ty."
RLC,"On the 2nd July, 1951, the District Magistrate, Jullun dur, directed that the appellants be committed to District Jail, Jullundur, from the 2nd July until the 1st October, 1951."
RLC,The appellants were detained accordingly.
FACTS,The grounds for their detention were given to them on the morn ing of the 6th July.
FACTS,The grounds set out the activities of 22 the appellants as managing agents or partners in different firms or employees of the said firms or corporations.
FACTS,"It was stated ,that they had been disposing of most of the stocks of cloth received for the Jullundur District in the black market at exhorbitant rates from June, 1949, to Octo ber, 1950, during the period when control on distribution was removed and that even after the reimposition of that control in October, 1950, they disposed of cloth which has been frozen under the directions of Director of Civil Sup plies in the short interval between the passing of the order and its service on them."
FACTS,"The second ground was in respect of their individual activities as members of the firm in which they were partners in disposing of stocks of cloth in black market at rates higher than the controlled ones, to various dealers, through agents."
FACTS,The particulars were speci fied in Appendix 'A '.
FACTS,They refer to the free sale cloth.
FACTS,In the third ground it was alleged that ' by illegal means they deprived the rightful claimants of the various stocks of cloth with a view to pass the same into black market at exorbitant rates.
REASONING,We do not think it necessary to go into greater details of these grounds or refer to the other grounds.
FACTS,"On the 9th of July, 1951, petitions under article 226 of the Constitution of India were filed in the East Punjab High Court asking for writs of habeas corpus against the State on the ground that the detention of the appellants under the Preventive Detention Act was illegal."
FACTS,The District Magis trate filed his affidavit in reply challenging the allega tion of mala fides and setting out in some detail instances of the activities of the appellants and contended that on the reports received by him he was satisfied that the deten tion of the appellants was necessary.
FACTS,"Early in August, 1951, the executive authorities cancelled the licence of the appellants as cloth dealers."
RLC,The High Court dismissed the petitions and the petitioners have come on appeal to us.
STATUTE,"Section 3 of the , pro vides that the Central Government or the State Government may, if satisfied with respect to any person that 23 with a view to preventing him from acting in any manner prejudicial to the maintenance of supplies and services essential to the community it is necessary so to do, make an order directing that such person be detained."
STATUTE,The power to act in accordance with the terms of this provision was given by section 3 (2) to a District Magistrate.
FACTS,"Such Magistrate however was required to make a report to the State Govern ment to which he was subordinate about the order and also to send the grounds on which the order had been made and such other particulars as, in his opinion, had a bearing on the necessity of the order."
FACTS,It is not disputed that an order under section 3 (2) of the to prevent black marketing can be passed by the District Magistrate.
ARG,"On behalf of the appellants it is contended that in the grounds for their detention reference is made to their activities prior to June, 1951, only."
REASONING,This cannot be considered objectionable because having regard to those activities it is alleged that the satisfaction required under the section had arisen.
ARG,"It was next argued that such loophole as existed in the total control of distribution and ' sale and price of piecegoods in the district was sealed by the order of the District Orga niser dated the 7th June, 1951."
REASONING,"By virtue of that order the syndicate or corporation could not sell any cloth without an express order in writing from the District Organiser, and therefore there could be no black marketing after that date by any of the appellants and the order was therefore unjus tified."
REASONING,It was next contended that in any event now as their licences are cancelled they cannot deal in cloth and the order of detention now maintained against them is more in the nature of punishment than prevention.
REASONING,"It was argued that orders under the were for the purpose of preventing a person from acting in future in the objectionable way contemplated by the Act and it was beyond the scope of the Act to pass orders in respect of their alleged activities anterior to June, 1951."
REASONING,In our opinion the High Court approached the matter quite correctly.
REASONING,Instances of past activities are relevant 24 to be considered in giving rise to the subjective mental conviction of the District Magistrate that the appellants were likely to indulge in objectionable activities.
REASONING,The grounds which were given for the detention are relevant and the question whether they are sufficient or not is not for the decision of the Court.
REASONING,The Legislature has made only the subjective satisfaction of the authority making the order essential for passing the order.
REASONING,"The contention that because in the Amending Act of 1951 an Advisory Board is constitut ed, which can supervise and override the decision taken by the executive authority, and therefore the question whether the grounds are sufficient to give rise to the satisfaction has become a justifiable issue in Court, is clearly unsound."
REASONING,"The satisfaction for making the initial order is and has always been under the , that of the authority making the order."
REASONING,"Because the Amending Act of 1951 establishes a supervisory authority, that discretion and subjective test is not taken away and by the establish ment of the Advisory Board, in our opinion, the Court is not given the jurisdiction to decide whether the subjective decision of the authority making the order was right or not."
REASONING,"Proceeding on the footing, therefore, that the jurisdiction to decide whether the appellants should be detained under the on the grounds conveyed to the appellants is of the District Magistrate."
REASONING,"In the present cases, two arguments were advanced on behalf of the appel lants."
REASONING,"It was strenuously urged that by reason of the order of the District Organiser of the 7th June, 1951, the only loophole which remained in the scheme of distribution and sale of cloth under control of the Government was sealed and it was impossible after that order to do any blackmarketing by any of the appellants."
REASONING,We are unable to accept this contention.
REASONING,"In the first place, this order appears to be an administrative order and is in the nature of a warning."
REASONING,"It is at variance with the provisions of clause 5 of the Order of the Central Government of the 4th October, 1950."
REASONING,Moreover this order does not bring about the result claimed for it.
REASONING,"A lot 25 of cloth which the manufacturers are permitted to distribute through persons outside the Government agencies can still be secured and sold at exhorbitant rates, i.e., at rates higher than those fixed by the Government."
REASONING,The second argument was that as the licences of the appellants are now cancelled they cannot deal in textile cloth at all and therefore there can be no apprehension of their indulging in black market activities.
REASONING,We are unable to accept this argument also because it is common knowledge that licences can be obtained in the name of nominees.
REASONING,Again while these people may not have their licences in Jullundur District they may have or may obtain licences in other districts.
REASONING,From the fact that their licences have been cancelled a month after the order of detention was passed we are unable to hold that it is impossible on that ground for the appellants to indulge in black market activities.
REASONING,"In this connection an extract from the further affidavit of the District Magistrate of Jullun dur dated 1st August, 1951, may be usefully noticed."
REASONING,"He stated: ""There have been orders for the release of certain stocks of cloth in respect of other mills, as free sale cloth after the 9th June, 1951."
REASONING,"Any quantity of cloth not paid for and lifted by the owners ' nominees will revert to the Mills for free sale: vide letter No. CYC 2/ SLM, dated the 31st May, 1951, from the Textile Commissioner, Bombay, to all selected Mills in Bombay and Ahmedabad."
REASONING,"This cloth can be purchased by any wholesale dealer of cloth of India, without any restriction."
REASONING,"Not only this, free sale cloth can be transported from one district to another without a per mit: vide Memo No. 28894 CS (C) 50/48791, dated 2nd January, 1951, from the Joint Director, Civil Supplies, and Under Secretary to Government Punjab to the District Organiser, Civil Supplies and Rationing, Ludhiana."
REASONING,Again free sale cloth is also procurable from individual firms who conspired to make profit by black marketing.
REASONING,The only information which is supplied by a purchaser of wholesale cloth to the District Magistrate is as to what quantity of such cloth has been imported 4 26 into the district.
REASONING,According to the report of the District Organiser no such cloth was imported into Jullundur by the corporation but there are reasons to believe that the Corpo ration had been making their purchases in free sale cloth from the Mills and using those bales to make up the defi ciency in the bales of quota cloth of superior quality which they used to dispose of in the black market in collusion with the Mills.
REASONING,"Besides, the firm Rattan Chand Mathra Dass, as would be evident from the attached lists signed by the District Organiser, had been dealing in free sale cloth and had also been importing cloth as Reserve of Kangra and also Provincial Reserve."
REASONING,Most of this quota also found its way into the black market.
REASONING,Similarly the firm Madan Gopal Nand Lall and Company had been dealing in free sale cloth on a large scale.
REASONING,It would be evident from the attached list.
REASONING,"Santi Sarup, the Secretary of the Corporation, is believed to be a partner in the firm Hari Chand Bindra Ban and this firm also had been dealing in free sale cloth."
REASONING,The free sale cloth acquired by them used to be invariably sold in the black market as reported by the District Organiser in his Memo No. 6306/6734 M/CT/Do.
REASONING,"7 dated 1st August, 1950, in reply to my Memo."
REASONING,"No. nil dated 30th July, 1951."
REASONING,"There is absolutely no bar for the wholesale cloth corporation, Jullundur, to its getting free sale cloth from the Mills or other wholesale dealers nor is there any bar for the firms Rattan Chand Mathra Dass and Madan Gopal Nand Lal and Co. to the acquiring of free sale cloth."
REASONING,""" It was next argued on behalf of the appellants that the only order of detention made against them was the order of the 2nd July and that did not refer to any section of the and did not suggest that there was any satisfaction of the detaining authority."
REASONING,It was argued that no order of the 19th of June was ever shown to any of the appellants or served on them and therefore their deten tion was illegal.
REASONING,"It should be pointed out that these con tentionsare raised in the affidavits not of the detained persons, but of their relations."
REASONING,Their affidavits do not show that they have any personal knowledge.
REASONING,The affidavits 27 on this point are based only on their belief and information and the source of the information is not even disclosed.
REASONING,"As against this, there is the affidavit of the District Magis trate which expressly states that the terms of the Order of the 19th of June were fully explained to each of the dete nus."
REASONING,The petitions for the writs of habeas corpus were filed within a week after the service of the detention order and we do not think there is any reason to doubt the cor rectness of the statements of the District Magistrate.
REASONING,In our opinion this ground of attack on the order of detention has no substance and the detention cannot be held illegal on that ground.
REASONING,The judgment of the High Court was attacked on these grounds and as we are unable to accept any of these contentions the appeals must fail.
REASONING,
REASONING,
REASONING,
REASONING,
REASONING,
REASONING,
RPC,
RPC,
NAME,"Romesh Thappar vs The State Of Madras on 26 May, 1950 "
CITATION,"Equivalent citations: 1950 AIR 124, 1950 SCR 594 "
COUNSEL,"C.R.Pattabhi Raman, for the petitioner."
COUNSEL,"K. Rajah Ayyar, Advocate General of MadraS, (Ganapathi Ayyar, with him) for the opposite party."
JUDGE,"The Judgment of Kania C.J., Mehr Chand Mahajan, Mukherjea and Das JJ."
JUDGE,was delivered by Patanjali Sastri J. Fazl Ali J. delivered a separate judgment.
FACTS,"The petitioner is the printer, publisher and editor of a recently started weekly journal in English called Cross Roads printed and published in Bombay."
FACTS,"The Government of Madras, the respondents herein, in exer cise of their powers under section 9 (1 A) of the Madras Maintenance of Public Order Act, 1949 (hereinafter referred to as the impugned Act) purported to issue an order No. MS."
FACTS,"1333 dated 1st March, 1950, whereby they imposed a ban upon the entry and circulation of the journal in that State."
FACTS,"The order was published in the Fort St. George Gazette and the notification ran as follows : ""In exercise of the powers conferred by section 9 (I A) of the Madras Maintenance of Public Order, Act, 1949 (Madras Act XXIII of 1949) His Excellency the Governor of Madras, being satisfied that for the purpose of securing the public safety and the maintenance of public order, it is necessary so to do, hereby prohibits, with effect on and from the date of publication of this order in the Fort St. George Gazette the entry into or the circulation, sale or distribution in the State of Madras or any part thereof of the newspaper entitled Cross Roads an English weekly published at Bombay."
ARG,""" The petitioner claims that the said order contravenes the fundamental right of the petitioner to freedom of See the headnote to Brij Bhushan vs The State of Delhi, p. 605 infra."
ARG,596 speech and expression conferred on him by article 19 (1) (a) of the Constitution and he challenges the validity of section 9 (1 A) of the impugned Act as being void under article 13 (1) of the Constitution by reason of its being inconsistent with his fundamental right aforesaid.
ARG,"The Advocate General of Madras appearing on be half of the respondents raised a preliminary objection, not indeed to the jurisdiction of this Court to entertain the application under article 32, but to the petitioner resort ing to this Court directly for such relief in the first instance."
ARG,"He contended that, as a matter of orderly proce dure, the petitioner should first resort to the High Court at Madras which under article 226 of the Constitution has concurrent jurisdiction to deal with the matter."
ARG,"He cited criminal revision petitions under section 435 of the Crimi nal Procedure Code, applications for bail and applications for transfer under section 24 of the Civil Procedure Code as instances where, concurrent jurisdiction having been given in certain matters to the High Court and the Court of a lower grade, a rule of practice has been established that a party should proceed first to the latter Court for relief before resorting to the High Court."
PRECEDENT,"He referred to Emperor vs Bisheswar Prasad Sinha (1) where such a rule of practice was enforced in a criminal revision case, and called our attention also to certain American decisions Urquhart vs Brown (2) and Hooney vs Kolohan (3) as showing that the Supreme Court of the United States ordinarily required that whatever judicial remedies remained open to the appli cant in Federal and State Courts should be exhausted before the remedy in the Supreme Court be it habeas corpus or certiorari would be allowed."
REASONING,We are of opinion that neither the instances mentioned by the learned Advocate General nor the American decisions referred to by him are really analogous to the remedy afforded by article 32 of the Indian Constitution.
STATUTE,"That article does not merely confer power on this Court, as article 226 does on the (1) I.L.R. 56 All."
STATUTE,"(2) ; (3) ; 597 High Courts, to issue certain writs for the enforcement of the rights conferred by Part III or for any other purpose, as part of its general jurisdiction."
STATUTE,In that case it would have been more appropriately placed among articles 131 to 139 which define that jurisdiction.
STATUTE,"Article 32 provides a ""guaranteed"" remedy for the enforcement of those rights, and this remedial right is itself made a fundamental right by being included in Part 1II."
REASONING,No similar provision is to be found in the Constitution of the United States and we do not consider that the American decisions are in point.
REASONING,"Turning now to the merits, there can be no doubt that freedom of speech and expression includes freedom of propa gation of ideas, and that freedom is ensured by the freedom of circulation."
PRECEDENT,See also LoveIl vs City of Griffin(s).
REASONING,"It is therefore perfectly clear that the order of the Gov ernment of Madras would be a violation of the petitioner 's fundamental right under article 19 (1) (a), unless section 9 (1 A) of the impugned Act under which it was made is saved by the reservations mentioned in clause (2) of article 19 which (omitting immaterial words regarding laws relating to libel, slander, etc., with which we are not concerned in this case) saves the operation of any ""existinglaw in so far as it relates to any matter which undermines the security of, or tends to overthrow, the State."
REASONING,""" The question accord ingly arises whether, the impugned Act, in so far as it purports by section 9 (1 A) to authorise the Provincial Government ""for the purpose of securing the public safety or the maintenance of public order, to prohibit or regulate the entry into (1) ; (2) ; 598 or the circulation, sale or distribution in the Province of Madras or any part thereof of any document or class of documents"" is a ""law relating to any matter which undermines the security of or tends to overthrow the State."" The impugned Act was passed by the Provincial Legisla ture in exercise of the power conferred upon it by section 100 of the Government of India Act 1935, read with Entry 1 of List II of the Seventh Schedule to that Act, which com prises among other matters, ""public order."
REASONING,""" Now ""public order"" is an expression of wide connotation and signifies that state of tranquillity which prevails among the members of a political society as a result of the internal regula tions enforced by the government which they have estab lished."
REASONING,"Although section 9 (I A) refers to ""securing the public safety"" and ""the maintenance of public order"" as distinct purposes, it must be taken that ""public safety"" is used as a part of the wider concept of public order, for, if public safety were intended to signify any 'matter distinct from and outside the content of the expression ""public order,"" it would not have been competent for the Madras Legislature to enact the provision so far as it relates to public safety."
REASONING,This indeed was not disputed on behalf of the respondents.
REASONING,"But it was urged that the expression ""public safety"" in the impugned Act, which is a statute relating to law and order, means the security of the Province, and, therefore, ' 'the security of the State"" with the meaning of article 19 (2)as ""the State"" has been defined in article 12 as including, among other things, the Government and the Legislature of each of the erstwhile Provinces."
PRECEDENT,"Much reli ance was placed in support of this view on Rex vs Wormwood Scrubbs Prison(1) where it was held that the phrase ""for securing the public safety and the ' defence of."
STATUTE,"the realm"" in section 1 of the Defence of the Realm (Consolidation) Act, 1914, was not limited to securing the country against a foreign foe but included also protection against internal disorder such as a rebellion."
REASONING,"In that sense, anything which tends to prevent dangers to public health may also be regarded as securing public safety."
REASONING,"The meaning of the expression must, however, vary according to the context."
STATUTE,"In the classification of offenCes in the Indian Penal Code, for instance, Chapter XIV enumerates the ""offences affecting the public health, safety, convenience, decency, and morals"" and it includes rash driving or riding on a public way (section 279) and rash navigation of a vessel (section 280), among others, as offences against public safety, while Chapter VI lists waging war against the Queen (section 121), sedition (section 124 A) etc."
STATUTE,"as ""offences against the State"", because they are calculated to undermine or affect the security of the State, and Chapter VIII defines ""of fences against the public tranquillity"" which include unlaw ful assembly (section 141) rioting (section 146), promot ing enmity between classes (section 153 A), affray (sec tion 159) etc."
REASONING,"Although in the context of a statute relat ing to law and order ""securing public safety"" may not in clude the securing of public health, it may well mean secur ing the public against rash driving on a public way and the like, and not necessarily the security of the State."
REASONING,"It was said that an enactment which provided for drastic remedies like preventive detention and ban on newspapers must be taken to relate to matters affecting the security of the State rather than trivial offences like rash driving, or an affray."
REASONING,"But whatever ends the impugned Act may have been intended to subserve, and whatever aims its framers may have had in view, its application and scope cannot, in the ab sence of limiting words in the statute itself, be restricted to those aggravated forms of prejudicial activity which are calculated to 600 endanger the security of the State."
REASONING,Nor is there any guar antee that those authorised to exercise the powers under the Act will in using them discriminate between those who act prejudicially to the security of the State and those who do not.
REASONING,"The Government of India Act, 1935, nowhere used the expression"" security of the State"" though it made provision under section 57 for dealing with crimes of violence intend ed to overthrow the Government."
REASONING,"While the administration of law and order including the maintenance of public order was placed in charge of a Minister elected by the people, the Governor was entrusted with the responsibility of combating the operations of persons who ""endangered the peace or tranquillity of the Province"" by committing or attempting to commit ""crimes of violence intended to overthrow the Govern ment."
REASONING,""" Similarly, article 352 of the Constitution empowers the President to make a Proclamation of Emergency when he is satisfied that the ""security of India or any part of the territory thereof is threatened by war or by external ag gression or by internal disturbance."
REASONING,""" These provisions recognise that disturbance of public peace or tranquillity may assume such grave proportions as to threaten the securi ty of the State."
REASONING,"As Stephen in his 'Criminal Law of England(1) observes: ' ' Unlawful assemblies, riots, insurrections, rebellions, levying of war, are offences which run into each other and are not capable of being marked off by perfectly defined boundaries."
REASONING,"All of them have in common one feature, namely, that the normal tranquillity of a civilised society is in each of the cases mentioned disturbed either by actual force or at least by the show and threat of it."
REASONING,""" Though all these offences thus involve disturbances of public tranquil lity and are in theory offences against public order, the difference between them being only a difference ' of degree, yet for the purpose of grading the punishment to be inflict ed in respect of them they may be classified into different minor categories as has been done by (1) Vol."
STATUTE,601 the Indian Penal Code.
REASONING,"Similarly, the Constitution, in formulating the varying criteria for permissible legislation imposing restrictions on the fundamental rights enumerated in article 19 (1), has placed in a distinct category those offences against public order which aim at undermining the security of the State or overthrowing it, and made their prevention the sole justification for legislative abridge ment of freedom of speech and expression, that is to say, nothing less than endangering the foundations of the State or threatening its overthrow could justify curtailment of the rights to freedom of speech and expression, while the right of peaceable assembly ""sub clause (b)"" and the right of association ""sub clause (c)"" may be restricted under clauses (3) and (4) of article 19 in the interests of"" public order,"" which in those clauses includes the security of the State."
REASONING,"The differentiation is also noticeable in Entry 3 of List III (Concurrent List) of the Seventh Sched ule, which refers to the ""security of a State"" and ""mainte nance of public order"" as distinct subjects of.legislation."
REASONING,"The Constitution thus requires a line to be drawn in the field of public order or tranquillity marking off, may be, roughly, the boundary between those serious and aggravated forms of public disorder which are calculated to endanger the security of the State and the relatively minor breaches of the peace of a purely local significance, treating for this purpose differences in degree as if they were differ ences in kind."
STATUTE,"It is also worthy of note that the word ""sedition"" which occurred in article 13 (2) of the Draft Constitution pre pared by the Drafting Committee was deleted before the article was finally."
