label,sentence
PRECEDENT,"The same argument was tried there, but Tucker L.J. said he thought the Desoutter case(3) had very little to do with it, as there was a great difference between land (1) (3) (2) (4) 9 and a patent, and he did not think the Desoutter case(1) threw any light on the matter ."
REASONING,"A patent is quite different from freehold land."" These observations appositely apply to the case of a company incorporated for the purpose of doing business and earning profit by the process of manufacture."
PRECEDENT,The observations therefore made in I les 's case(2) can have no apposite application to the case of a manufacturing concern letting out a part of its machinery temporarily which it cannot advantageously use itself.
RPC,Appeal allowed.
RPC,Agent for the appellant.
FACTS,We will state the facts chronolog ically.
FACTS,"On the 7th of September, 1922, the late Maharaja died and at the time of his death his successor, the present Maharaja, was a minor."
REASONING,We are of opinion that it was not.
FACTS,"In the year 1938 there was a law which required all enactments after the 1st of November, 1924, to be published in the Gazette."
REASONING,"That Act, in addition to making provision for publication in certain official Gazettes, also provides for the 114 making of rules by Order in Council for the best means of making Proclamations known to the public."
PRECEDENT,"For example, on a somewhat lower plane, it was held in Johnson vs Sargant (1) that an Order of the Food Controller under the Beans, Peas and Pulse (Requisition) Order, 1917 does not become operative until it is made known to the public, and the difference between an Order of that kind and an Act of the British Parliament is Stressed."
REASONING,There must therefore be promulgation and publication in their cases.
PRECEDENT,"See, for example, Crown vs Manghumal Tekuml(1), Shakoor vs King Emperor (2) and Babulal vs King Emperor (3)."
REASONING,"We are enti tled therefore to import into this matter consideration of the principles and notions of natural justice which underlie the British Constitution, for it is inconceivable that a representative of His Britannic Majesty could have contem plated the creation of a body which could wield powers so abhorrent to the fundamental principles of natural justice which all freedom loving peoples share."
RPC,The appeal succeeds.
RPC,The conviction and sentence are set aside.
RPC,"The fine, if paid, will be refunded."
RPC,Appeal allowed.
FACTS,The Jullundur Wholesale Cloth Syndicate was formed to work out the distribution of cloth under the Government of Punjab Control (Cloth) Order passed under the Essential Supplies Act.
FACTS,"It was stated ,that they had been disposing of most of the stocks of cloth received for the Jullundur District in the black market at exhorbitant rates from June, 1949, to Octo ber, 1950, during the period when control on distribution was removed and that even after the reimposition of that control in October, 1950, they disposed of cloth which has been frozen under the directions of Director of Civil Sup plies in the short interval between the passing of the order and its service on them."
REASONING,It was next contended that in any event now as their licences are cancelled they cannot deal in cloth and the order of detention now maintained against them is more in the nature of punishment than prevention.
REASONING,"Proceeding on the footing, therefore, that the jurisdiction to decide whether the appellants should be detained under the on the grounds conveyed to the appellants is of the District Magistrate."
REASONING,We are unable to accept this contention.
REASONING,Moreover this order does not bring about the result claimed for it.
REASONING,"This cloth can be purchased by any wholesale dealer of cloth of India, without any restriction."
RPC,
RPC,
FACTS,"The petitioner is the printer, publisher and editor of a recently started weekly journal in English called Cross Roads printed and published in Bombay."
PRECEDENT,"He referred to Emperor vs Bisheswar Prasad Sinha (1) where such a rule of practice was enforced in a criminal revision case, and called our attention also to certain American decisions Urquhart vs Brown (2) and Hooney vs Kolohan (3) as showing that the Supreme Court of the United States ordinarily required that whatever judicial remedies remained open to the appli cant in Federal and State Courts should be exhausted before the remedy in the Supreme Court be it habeas corpus or certiorari would be allowed."
PRECEDENT,See also LoveIl vs City of Griffin(s).
REASONING,"As Stephen in his 'Criminal Law of England(1) observes: ' ' Unlawful assemblies, riots, insurrections, rebellions, levying of war, are offences which run into each other and are not capable of being marked off by perfectly defined boundaries."
PRECEDENT,"In this connection it may be recalled that the Federal Court had, in defining sedition in Niharendu Dutt Majumdar vs The King Emperor (1), held that ""the acts or words complained of must either incite to disorder or must be such as to satisfy reasonable men that that is their intention or tendency"", but the Privy Council overruled that 602 decision and emphatically reaffirmed the view expressed in Tilak 's case (1) to the effect that ""the offence ""consisted in exciting or attempting to excite in others certain bad feelings towards the Government and not in exciting or attempting to excite mutiny or rebellion, or any sort of actual disturbance, great or small "" King Emperor vs Sada shiv Narayan Bhalerao (2) Deletion of the word ""sedition"" from the draft article 13 (2), therefore, shows that criticism of Government exciting disaffection or bad feel ings towards it is not to be regarded as a justifying ground for restricting the freedom of expression and of the press, unless it is such as to undermine the security of or tend to overthrow the State."
PRECEDENT,"But the framers of the Constitution may well have reflected, with Madison who was ""the leading spirit in the preparation of the First Amendment of the Federal Constitution,"" that ""it is better to leave a few of its noxious branches to their luxuriant growth, than, by pruning them away, to injure the vigour of those yielding the proper fruits."": [Quoted in Near vs Minnesotta (3)]."
REASONING,603 restrictions which it seeks to impose may have been con ceived generally in the interests of public order.
REASONING,We are unable to accede to this contention.
RPC,"So long as the possibility of its being applied for purposes not sanctioned by the Consti tution cannot be ruled out, it must be held to be wholly unconstitutional and void."
RPC,The application is therefore allowed and the order of the respondents prohibiting the entry and circulation of the petitioner 's journal in the State of Madras is hereby quashed.
RPC,"In this view, I would dismiss this petition, but I should like to add a few observations to supplement what I have said in the other case."
RPC,"I have bor rowed the words quoted within inverted commas from the preamble of the Act which shows its scope and necessity and the question raised before us attacking the, validity of the Act must be formulated in the manner I have suggested."
RPC,"If the answer to the question is in the affirmative, as I think it must be, then the impugned law which prohibits entry into the State of Madras of ""any document or class of documents"" for securing public safety and maintenance of public order should satisfy the requirements laid down in article 19 (2)of the Constitution."
RPC,"From the trend of the arguments addressed to us, it would appear that if a docu ment is seditious, its entry could be validly prohibited, because sedition is a matter which undermines the security of the State; but if, on the other hand, the document is calculated to disturb public tranquillity and affect public safety, its entry cannot be prohibited, because public disorder and disturbance of public tranquillity are not matters which undermine the security of the State."
PRECEDENT,"In Brij Bhushan and Another vs The State(1), I have quoted good authority to show that sedition owes its gravity to its tendency to create disorders and an authority on criminal law like Sir James Stephen has classed sedition as an of fence against public tranquillity."
RPC,"If so, how could sedi tion be a matter which would undermine the security of the State and public disorders and disturbance of public safety will not be such a matter? It was argued that a small riot or an affray will not (1) ; 605 undermine the security of the State, but to this line of argument there is a two fold answer : (1) The Act, as its preamble shows, is not intended for petty disorders but for disorders involving menace to the peace and tranquillity of the Province, (2) There are de grees of gravity in the offence of sedition also and an isolated piece of writing of mildly seditious character by one insignificant individual may not also, from the layman 's point of view, be a matter which undermines the security of the State, but that would not affect the law which aims at checking sedition."
RPC,"It was also said that the law as it stands may be misused by the State executive, but misuse of the law is one thing and its being unconstitutional is another."
RPC,We are here concerned with the latter aspect only.
RPC,Petition allowed.
FACTS,The plain tiffs state that the two branches of the family were sepa rate at all material times; that on 480 Shanker Lal 's death in 1884 his daughter Mst.
FACTS,Mohan Dei possessed into two categories.
FACTS,"First, there was property which they say be longed to her."
FACTS,"These are properties which, according to them, she purchased or obtained under mortgages in her own right."
FACTS,"Next, there were properties which belonged exclu sively to her father and to which she succeeded as daughter."
RPC,"In our opinion, the defendants are right."
FACTS,Even if the award be invalid we are of opinion that the plaintiffs ' claim is completely answered by the plea of estoppel.
FACTS,"Mohan Dei to act greatly to her detriment and to alter her position by accepting the award and parting with an appreciable portion of the estate, and he himself obtained a substantial advantage to which he would not otherwise have been entitled and enjoyed the benefit of it for the rest of his life; and to his credit be it said, he never attempted to go behind his decision."
PRECEDENT,"There also there was a dispute between a limited owner and a person who, but for an un proved claim (adoption) which he (1) (1919) 45 I.A. 118."
PRECEDENT,"485 put forward, had no right to the estate."
PRECEDENT,"Later, the succession opened out and the other party to the compromise, who by then had stepped into the reversion, claimed the rest of the estate, which had been assigned to the limited owner, against her personal heirs."
PRECEDENT,"The Judicial Committee rejected the claim on the ground of estoppel and held that even though the plaintiff claimed in a different character in the suit, namely as reversioner, he having been a party to the compro mise and having acted on it and induced the other side to alter her position to her detriment, was estopped."
FACTS,"Even if the arbitrator was wholly wrong and even if he had no power to decide as he did, it was open to both sides to accept the decision and by their acceptance recognise the existence of facts which would in law give the other an absolute estate in the properties they agreed to divide among themselves and did divide."
FACTS,Brijlal 's sons therefore had no more right to that portion of his estate which was assigned to Brijlal than Brijlal himself.
FACTS,"But apart from this, there was also an independent estoppel in Kishan Lal."
FACTS,"She dealt with it on that footing and gifted it in that right to her grand sons, the contesting defendants, on 4th April, 1929."
FACTS,"Mohan Dei died, that is, for a further forty years, and led Mst."
REASONING,"The documents filed show it was after, so there is no reason why the main portion of his statement which is uncontradicted, and which could have been contradicted, should not be accepted."
PRECEDENT,"The decision of the Judicial Committee which we have just cited, Kanhai Lal vs Brijlal(1), is, we think, clear on that point."
PRECEDENT,Although other reversioners who do not claim through the one who has consented are not bound.
PRECEDENT,the consenting reversioner is estopped.
PRECEDENT,This is beyond dispute when there is an alienation by a limited owner without legal necessity.
PRECEDENT,"See Ramgouda Annagouda vs Bhausaheb (2) where the ground of decision was "". .but"
PRECEDENT,Annagouda himself being a party to and benefiting by the transaction evidenced thereby was preclud ed from questioning any part of it.
PRECEDENT,""" In our opinion, the same principles apply to a case of the present kind."
PRECEDENT,"It was contended, however, on the strength of Rangasami Gounden vs Nachiappa Gounden(3) and Mr. Binda Kuer vs Lalitha Prasad(4), that even if Kishan Lal did take posses sion in 1889or 1890 on the strength of a title derived from his father, that would not have precluded him from asserting his own rights in a different character when the succession opened (1)(1918) 45 I.A 118."
PRECEDENT,(3) (1919) 46 I.A. 72.
PRECEDENT,(4) (1936) A.I.R. 1936 P.C. 304 at 308.
PRECEDENT,489 out.
PRECEDENT,Reliance in particular was placed upon page 808 of the latter ruling.
RPC,"In our opinion, that decision is to be distinguished."
PRECEDENT,In that case the reversion did not fall in till 1916.
PRECEDENT,"Long before that, namely in 1868, the next presumptive reversioners entered into a compromise whereby the grandfa ther of one Jairam who figured in that case obtained a good deal more than he Would have been entitled to in the ordi nary way."
PRECEDENT,"But for the compromise this grandfather would have got only one anna 12 gundas share, whereas due to the compromise he got as much as 2 annas 4 gundas, The actual taking of possession was however deferred under the compro mise till the death of one Anandi Kuer."
PRECEDENT,She died in 1885 and on that date Jairam was entitled to his grandfather 's share as both his father and grandfather were dead.
PRECEDENT,Jairam accordingly reaped the benefit of the transaction.
PRECEDENT,Jairam lost 1 anna 4 gundas to a creditor Munniram and out of the one anna which he had left from the 2 annas 4 gundas he sold 13 gundas to the plaintiffs for a sum of Rs. 500.
PRECEDENT,Now it is evident that on those facts it is impossible to predicate that the 13 gundas which the plaintiffs pur chased came out of the extra 12 gundas which Jairam obtained because of the compromise rather than out of the 1 anna 12 gundas to which he had a good and independent title anyway; and of course unless the plaintiffs ' 13 gundas could be assigned with certainty to the 12 gundas it would be impos sible to say that they had obtained any benefit from the compromise.
PRECEDENT,The Judicial Committee also added that even if it was possible to assign this 13 gundas with certainty to the 12 gundas it by no means followed that the plaintiffs admitted that fact nor would that necessarily have given them a benefit under the compromise.
PRECEDENT,They had the right to contest 'the 490 position and gamble on the possibility of being able to prove the contrary.
PRECEDENT,"Their Lordships added "" Unless the plaintiffs ' individual conduct makes it unjust that they should have a place among Bajrangi Lal 's reversioners their legal rights should have effect."
PRECEDENT,""" In the other case, Rangasami Gounden vs Nachiappa Goun den(1), their Lordships ' decision about this matter turned on the same sort of point: see page 87."
PRECEDENT,The present case is very different.
PRECEDENT,"When Kishan Lal took possession of his father 's property he held by virtue of the award and under no other title, and for forty years he continued to derive benefit from it."
PRECEDENT,"It was conceded that if the estoppel against Kishan Lal enured after October 1929, then the plaintiffs, who claim through Kishan Lal, would also be estopped."
RPC,The appeal succeeds.
RPC,The decree of the High Court is set aside and that of the first Court dismissing the plaintiffs ' claim is restored.
RPC,Costs here and in the High Court will be borne by the plaintiffs respondents.
RPC,Appeal allowed.
FACTS,At that date Andheri did not form a part of Bombay and under the.
FACTS,"One of the grounds given was that ""The Government of Bombay are giving very careful atten tion and affording all reasonable facilities to develop the Greater Bombay into a model one."
FACTS,"A modern cinema, there fore, of the type I propose to build is indispensable."
FACTS,""" In view of that, not unnaturally, the Commissioner of Police appears to have consulted the Government of Bombay, for he wrote to the respondent on the 25th of April, 1946, saying that ""the whole question of considering and approving sites for cinemas is under the consideration of the Government of Bombay,"" and he promised that ""when a decision is arrived at, your application will be examined."
FACTS,"Five members of this Committee appear to have inspected the site on the 12th of May, 1947, and after prolonged discussion they reached the conclusion that ""in view of the location of four schools near by the site, this site is unsuitable for the purpose required and therefore it should be rejected."
FACTS,""" A note was drawn up to that effect and the matter was ordered to be placed on the agenda of the next meeting of the Committee ""for final decision."" This final decision has not been placed on record but the Commissioner of Police tells us in his affidavit that within a month the Committee advised that the application should be granted."
FACTS,"Accordingly, the Commissioner accorded the necessary permission by his 139 letter dated the 14/16th of July, 1947."
FACTS,There is no refer ence here to the recommendations of the Advisory co Commit tee and.
REASONING,Then comes the letter in question which conveys those orders.
REASONING,"They are framed under section 22 (1) (f) (i) (g) and (h) of the City of Bombay Police Act, 1902."
REASONING,"Rule 23S prescribes that : ""No such premises shall be opened, or kept open for use as a place of public amusement unless the person being the owner, tenant or occupier thereof shall have obtained from the Commissioner the necessary license."
REASONING,It is clear to us from a perusal of these rules that the only person vested with authority to grant or refuse a license for the erection of a building to be used for pur poses of public amusement is the Commissioner of Police.
REASONING,He merely forwarded to the respondent an order of cancellation which another authority had pur ported to pass.
REASONING,It is evident from these facts that the Commissioner had before him objections which called for the exercise of the discretion regarding cancellation specifi cally vested in him by Rule 250.
REASONING,It was objected as to this that there is no specific law which compels him to exercise the discretion.
PRECEDENT,"That is easily met by the observations of Earl Cairns L.C. in the House of Lords in Julius vs Lord Bishop of Oxford(i), observations which have our full and respect ful concurrence : ""There may be something in the nature of the thing empowered to be done, something in the object for which it is to be done, something in the conditions under which it is to be done, something in the title of the person or persons for whose benefit the power is to be exercised, which may couple the power with a duty, and make it the duty of the person in whom the power is reposed, to exercise that power when called upon to do so."
REASONING,""" The discretion vested in the Commissioner of Police under Rule 250 has been conferred upon him for public rea sons involving the convenience, safety, (1) 5 App."
REASONING,"214 at 222, 223."
REASONING,"We can see no reason why statutory duties should be placed on any different plane from other duties enjoined by any other kind of law, especially as some."
REASONING,statutory duties are slight or trivial when compared to certain other kinds of duties which are not referable to a statutory provision.
REASONING,In our opinion.
REASONING,"In a commer cial undertaking of the kind we have here, inordinate delay might well spell ruin to the project."
REASONING,"Lastly, it was urged that the petition is incompetent because the provisions of section 46 of the Specific Relief Act have not been complied with, namely, the petitioner has not shown that he made a demand for justice and that it was denied."
REASONING,"In our opinion, there was a substantial demand here and it is clear that there was a denial."
REASONING,"It is true the actual demand was not made to the Commissioner nor was the denial by him but he clearly washed his hands of the matter by his letter of the 3rd/4th December, 1947, and referred the petitioner to Government under whose orders he said he was acting."
REASONING,The demand made to Government and the denial by them were therefore in substance a demand made to the Commission er and a denial by him.
RPC,"The following will accordingly be substituted for what the High Court has ordered: The Commissioner of Police be directed to consider the requests made to him for cancellation of the license sanc tioned by his letter dated the 14/16th of July, 1947, and, after weighing all the different aspects of the matter, and after bringing to bear his own unlettered judgment on the subject, himself to issue a definite and unambiguous order either canceling or refusing to cancel the said license in the exercise of the absolute discretion vested in him by Rule 250 of the Rules for Licensing and Controlling Theaters and Other Places of Public Amusement in Bombay City, 1914."
RPC,"As the appeal fails except for the slight modification indicated above, the appellant will pay the respondent 's costs."
RPC,Decree modified.
FACTS,"The suit was decreed by the trial court and the decision was affirmed, on appeal, by the District Judge, Purulia, and on Second Ap peal, by a Division Bench of the High Court of Patna."
FACTS,"There might have been, according to the learned Counsel, two tenancies for one year each for two successive periods, but on the expiry of the second yearly lease, which happened on 7th December, 1926, the defendant ceased to be a tenant and no fresh tenancy was created by holding over as is contemplated by section 116 of the Transfer of Property Act."
FACTS,"The claim was based substantially upon the terms of the Kabuliyat executed by the defendant on 24th of December, 1924, and the suit was, in fact, one for ejectment of a lessee on the expiration of the period provided for in the lease."
FACTS,36 274 The defendant in his written statement resisted the plaintiff 's claim for possession primarily on the ground that he had acquired permanent rights in the land under the Prodhan 's Patta of 1913 and continuous occupation of it since then for more than 12 years.
FACTS,The trial judge decreed the suit.
FACTS,"This judgment of the High Court was pro nounced on the 5th of May, 1942."
FACTS,"Soon after this on 18th July, 1942, the plaintiff served a notice to quit on the defendant, asking him to vacate the land on the 7th of August following, and as the defendant refused to give up possession, the present suit was brought on 22nd July, 1943."
FACTS,"The plaintiff avers that by reason of the payment of rent on 8th March, 1925, and 16th March, 1926 the defendant became a tenant from month to month under him and the tenan cy was determined by a proper notice to quit."
FACTS,On these pleadings a number of issues were framed.
FACTS,"The first point, the District Judge pointed out, was contrary to the express decisions of the Patna High Court, while the second was contradictory to the defendant 's own admission in the written statement."
REASONING,"Conse quently, when the rent reserved is an annual rent, the presumption would arise that the tenancy was an annual tenancy unless there is something to rebut the presumption."
PRECEDENT,"We are not unmindful of the fact that in (1) Vide Debendra Nath vs Syama Prasanna, , 1126 37 282 certain reported cases, such inference has been drawn."
PRECEDENT,"One such case has been referred to by Mr.Justice Reuben in his judgment(1), where reliance was placed upon an earlier decision of the Calcutta High CoUrt(3)."
REASONING,"It is one thing to say that in the absence of a valid agreement, the rights of the parties would be regulat ed by law in the same manner as if no agreement existed at all; it is quite another thing to substitute a new agreement for the parties which is palpably contradicted by the admit ted facts of the case."
PRECEDENT,(2) Md. Moosa vs Jaganund (3) 17 C.L.J. 167.
REASONING,"We think, therefore, that on the facts of this case it would be quite proper to hold that the tenancy of the defendant was one from month to month since its inception in 1924."
RPC,The appeal thus fails and is dismissed with costs.
RPC,Appeal dismissed.
FACTS,"The question involved in the appeal relates to the right of succession to six Birbhum ghatwalis governed by Regulation XXIX of 1814, annexed to Gaddi Pathrol and lying within Tappasarath in the Santhal Parganas."
FACTS,"On the 29th November, 1935, the 155 Commissioner of Bhagalpur Division recognized Smt."
FACTS,"It was common ground between the parties that in case the properties were held to be the separate properties of Kali Prasad Singh, the widow was entitled to succeed to them."
REASONING,"In our opinion, the main point that needs decision is whether the suit ghatwalis were to be regarded as joint family or separate properties of the deceased."
PRECEDENT,"In Harlal Singh vs Joravan Singh(1), it was held that a ghatwali estate in Birbhum was not divisible (1) 6 Select."
REASONING,"It was said that ghatwali lands are grants for particular pur poses, especially of police, and to divide them into small portions amongst the heirs of the ghatwals would defeat the very ends for which the grants were made."
PRECEDENT,"In Satrukchunder Dey vs Bhagat Bharutchunder Singh(1), a decision of the year 1853, it was stated that the ghatwali tenures in Birbhum were not private property of the ghatwals but lands assigned by the State in remuneration for specific police services and were not alienable or attachable for personal debts."
PRECEDENT,"Kustooree Koomaree vs Monohur Deo(2), Loch J. took the view that succession to ghatwalis is regulated by no rule of kulachar or family custom, nor by the Mitakshara law, but solely by the nature of the ghatwali tenure, which descends undivided to the party who succeeds to and holds the tenure as ghatwal and that a female is not incapable of holding a ghatwali tenure."
PRECEDENT,"It was said that ""the party who succeeds to and holds the tenure as ghatwal must be, and has always been, looked upon as sole proprietor thereof, and, therefore, the other members of the family cannot claim to be coparceners and entitled to share in the profits of the property, though they may, by the permission and goodwill of the incumbent, derive their support, either from some portion of the property which he may have assigned to them, or directly from himself."" In Binode Ram Sein vs Deputy Commissioner of Santhai Pargangs(3), (on review it was held that the rents of a ghatwali tenure are not liable for the debts of the former deceased holder of the tenure."
PRECEDENT,The reason for the decision was that the tenure was held for the purpose of public services and those who perform the services are entitled to the whole of the remuneration.
PRECEDENT,"159 In Tekait Durga Pershad Singh vs Teketnee Durga Kuari(1), it was urged that a female 's right to inherit was inconsistent with a ghatwali estate."
PRECEDENT,"This case further sug gests that in a case where it is held proved that the family was joint, succession to Birbhum ghatwali may be regulated by the same rule of Hindu law as is applicable to the devo lution of impartible estates."
PRECEDENT,"In Ram Narain Singh vs Ramoon Paurey(2), another Birbhum ghatwali case, it was held that the ghatwal for the time being was only entitled to interest on the compensation money obtained for compulsory acquisition of a part of the ghatwali interest but that he could not spend the corpus of it which had to devolve on the next heir intact."
PRECEDENT,"So far as Birbhum ghatwalis are concerned, it is only the above mentioned cases to which our attention was drawn."
PRECEDENT,"As observed in Katama Natchir vs The Raja of Sivaganga(1), there has to be community of interest and unity of posses sion between all the, members of the family, and upon the death of any one of them the others may well take by survi vorship that in which they had during the deceased 's life time a common interest and a common possession."
PRECEDENT,The inci dents attaching to a Birbhum ghatwali tenure rule out the existence of any notion of community of interest and unity of possession of the members of the family with the holder for the time being.
PRECEDENT,He is entitled to be maintained in exclusive possession of the ghatwali lands and the devolu tion of the property is to him in the status of a sole heir.
PRECEDENT,"His Lordship observed as follows : ""Where, however, the Mitakshara governs, each son imme diately on his birth takes a share equal to his father in the ancestral immoveable estate."
PRECEDENT,"Having regard to the origin and nature of ghatwali tenures and their purposes and inci dents as established by decided cases, most of which have been referred to in the course of the argument, it is admit ted that such a tenure is in some particulars distinct from, and cannot be governed by, either the general objects of Hindu inheritance as above stated, or by the before quoted rule of the Mitakshara."
PRECEDENT,"It is admitted that a ghatwali estate is impartable that is to say, not subject to partition; that the eldest son succeeds to the whole to the exclusion of his brothers."
PRECEDENT,These are propositions that seem to exclude the application of the Mitakshara rule that the sons on birth each take an equal estate with the father and are entitled to partition.
PRECEDENT,""" Similar opinion was expressed in Chhalraclhari Singh vs Saraswati Kumari(3), by a Bench of the (1) (1861 3) 9 M.I.A. 543."
REASONING,"The learned counsel for the appellant in support of his contention placed reliance on a number of decisions of their Lordships of the Privy Council concerning impartible estates governed by the Mitakshara law, wherein it was held that the succession to an impartible estate which is the ancestral property of a joint Hindu family governed by the Mitakshara law is governed by the rule of survivorship subject to the custom of impartibility; the eldest member of the senior branch of the family succeeding in preference to the direct lineal senior descendants of the common ancestor, if the latter is more remote in degree."
PRECEDENT,"Particular reference was made to the remarks of Turner L. I. in the Sivaganga case(1), and to the observations in Baijnath Prasad Singh vs Tej Bali Singh (2) and in the case of Shiba Prasad Singh vs Rani Prayag Kumari Debi(3)."
REASONING,But the right of survivor ship is not inconsistent with the custom of impartibility.
REASONING,"In our view, these observations have no application to the tenures in suit."
REASONING,This reasoning can have no application to property which at no stage what ever could be clothed or was clothed with any of the inci dents of coparcenary property.
PRECEDENT,"He drew our attention to the observations made in Sartaj Kuari 's case(1), in the Second Pittapur case(2), and in Tipperah case(3)."
PRECEDENT,"There may be a seeming conflict between the view expressed in those decisions and the view expressed in Baijnath Prasad Singh vs Tej Bali Singh(4), and in Shiba Prasad Singh vs Rani Prayag Kurnari Debi(5)."
REASONING,"The appellant 's counsel conceded that if the property was the separate property of Kali Prasad Singh, the defendant was entitled to inherit to it."
PRECEDENT,On this point we are in agreement with the observations made by a Bench of the Calcutta High Court in Chhatradhari Singh vs Saraswyati Kumari(1).
REASONING,"It may further be pointed out that even if the conten tion of the learned counsel for the appellant is to be accepted, by no process could the trial court have passed a decree in favour of the plaintiff in respect of items 4, 5 and 6 of the schedule Admittedly these were acquired by Krishna Prasad Singh, father of Kali Prasad Singh by a decree of court passed in his favour against his collateral Katku Singh who also claimed these properties as an heir to the last male owner Banwari Singh (vide Exhibit 4)."
REASONING,"This allegation was controverted in the written statement, and it was claimed that the family was governed by the Mitakshara system of law and ""there was no clan custom governing the estate in suit."
REASONING,"171 The trial judge however found that in four of these in stances the nearest agnate who claimed the property was separate from the ghatwal or his widow, but, in the other instances, there was no evidence of separation, or ""the evidence was weak"", which, I take it, is another way of saying that it could not be safely relied on."
REASONING,""" In my opinion, whatever evidence there is in this case supports the Commissioner 's view, and there is hardly any cogent evidence to rebut it."
RPC,"In the circumstances, I agree that this appeal ought to be dis missed with costs."
RPC,Appeal dismissed.
FACTS,"These are five companion appeals from the judgment of the High Court at Orissa, delivered on five petitions filed by the respondent in each of the appeals, to obtain from the Court a writ of mandamus and/or directions under article 226 of 'the Constitution of India."
FACTS,Each of the respondents alleged that between 1941 and 1947 he had agreed to take from the Ruler of Keonjhar a mining lease and had entered into possession of the area.
FACTS,"On the 14th December, 1947, the Ruler of Keonjhar entered into a merger agreement with the Dominion of India and as from the 1st January, 1948, the State was merged in the Dominion of India."
FACTS,"The Bench therefore passed an order dated 2nd August, 1951, as follows : ""We direct that till three months from today or one week after the institution of their (respondents ') contemplated suit, whichever is earlier, the Government of the State of Orissa should refrain from disturbing the petitioners ' possession over the mining areas in question and that thereafter this order will cease to have effect."
FACTS,"He stated that although he was reluctant to exercise the powers under article 226 because the present respondents could file a suit, yet as in view of section 80 of the Civil Procedure Code there would be an unavoidable delay resulting in irreparable loss to the respondents he agreed that the order should be passed as mentioned in the judgment of the Chief Justice, 32 Towards the end of his judgment he stated as follows: ""It should however be clearly emphasized that the observations contained in this judgment should not be taken as pre judg ing any question which may.arise for the consideration of the Civil Court in the event of the petitioners filing a regular suit and seeking interim relief from that Court by way of temporary injunction, appointment of receiver or otherwise."
FACTS,""" It appears that thereafter an application was made to stay the operation of this order to enable the Government of Orissa to appeal against the order of the 2nd of August."
REASONING,(2) The power conferred on a High Court by clause (1) shall not be in derogation of the power conferred on the Supreme Court by clause (2) of article The language of the Article shows that the issuing of writs or directions by the Court is not rounded only on its decision that a right of the aggrieved party under Part II1 of the Constitution (Fundamental Rights) has been in fringed.
REASONING,"It must be noted that with the passing of the order of the 2nd August, 1951, containing directions in the nature of interim relief the petitions were completely disposed of and have not been kept pending for disposal."
RPC,"In our opinion, the language of article 226 does not permit such an action."
RPC,On that short ground the judgment of the Orissa High Court under appeal cannot be upheld.
RPC,Appeals allowed.
FACTS,"The suit was brought initially against one defendant, name ly, the Court of Wards, Satara, and admittedly the Court of Wards took possession of the property of Bhimabai, while she was alive, and is continuing in possession of the same even now after her death."
FACTS,"Later on, defendants 2, 3 and 4, who put forward rival claims of succession to the estate, were allowed to intervene in the suit and were added as parties defendants."
FACTS,their claims in the appeal before us.
FACTS,In 1896 Vithalrao died and he was succeeded by his eldest son Ganpatrao under the law of primogeniture.
FACTS,"Nilkanthrao left behind him one son named Firangojirao and two daughters, while Anandrao died childless, leaving him surviving his widow Krishnabai, who later on adopted Vithalrao, who is defendant No. 4 in the suit."
FACTS,"Ganpatrao had left a will bequeathing all his watan and nonwatan properties to Firangojirao and the latter succeeded to the estate both under the will as well as under the law of lineal promogeniture, he being the only male member of the family at that time."
FACTS,"As said al ready, the defendant No. 4, who is respondent No. 2 in this appeal, was added as a party defendant sometime after the suit was filed and the contention raised on his behalf was that by reason of his having been duly adopted."
FACTS,"to Anandrao on 4th of November, 1924, he was the nearest heir to the property in suit which was a watan property and prayed that a declaration in his favour might be made by the court."
REASONING,The learned Counsel appearing on behalf of the plain tiffs appellants has raised a two fold contention in support of the appeal.
REASONING,"Viramitrodaya adds to this that ""on failure of mother and father it goes to their (1) See Mitakshara, Chap."
REASONING,"Whether this distinction between male and female propositus is at all reasonable is another matter, but the language of the Act makes this distinction expressly and so long as the language is clear and unambiguous, no other consideration is at all relevant."
REASONING,150); Kuppuswami v Manickasari (A.I.R. (2) Shamrao vs Raghunandan (I.L.R. ; Mst.
REASONING,442); Indra Pal vs Humangi Debi (I.L.R. 1949 All. 816).
RPC,The appeal will thus stand dismissed.
RPC,"We make no order as to costs in this appeal except that defendant No. 1, the Court of Wards, would have its costs as between attorney and client out of the estate."
RPC,The order for costs made by the courts below will stand.
RPC,Appeal dismissed.
FACTS,"Lastly, he is said to have fired at Kartar Singh, son of Bishan Singh and one Jangir Singh, while they were raising an alarm, but the bullet missed them."
REASONING,""" It should be noted 375 that that section is only one of the exceptions to the general rule laid down in section 233 of the Code that for every distinct offence, there shall be a separate charge and every such charge shall be tried separately."
PRECEDENT,"There are several reported cases in which a similar view has been taken, and in our opinion they have not been incorrectly decided."
PRECEDENT,"In Queen Empress vs Raghu Rai(1), where a person stole several bullocks from the same herdsman at the same time, it was held that only one offence had been committed."
PRECEDENT,"In Promotha Nath Ray vs King Emperor(2), it was held that misappropria tion in regard to several account books constituted only one offence."
PRECEDENT,"In Johan Subarna vs King EmPeror(3), it was held that when an attempt to cheat a number of men by speaking to them in a body had been committed, one joint charge was valid."
PRECEDENT,"In Poonit Singh vs Madho Bhot (4), it was held that only one offence had been committed by a person who gave false information in one statement to the police against 2 persons."
